movie_title,cast and crew,Genre,vote_average,vote_count,comb
miss potter,ewan mcgregor ren\u00e9e zellweger emily watson barbara flynn bill paterson chris noonan,drama family romance,6.3,141,ewan mcgregor ren\u00e9e zellweger emily watson barbara flynn bill paterson chris noonan drama family romance
wu ji,cecilia cheung liu ye hong chen cheng qian jang dong-gun chen kaige,fantasy drama action thriller romance,5,29,cecilia cheung liu ye hong chen cheng qian jang dong-gun chen kaige fantasy drama action thriller romance
doa: dead or alive,jaime pressly devon aoki holly valance sarah carter natassia malthe corey yuen kwai,adventure action thriller,5,205,jaime pressly devon aoki holly valance sarah carter natassia malthe corey yuen kwai adventure action thriller
the assassination of jesse james by the coward robert ford,brad pitt casey affleck sam shepard mary-louise parker paul schneider andrew dominik,action drama western,7,776,brad pitt casey affleck sam shepard mary-louise parker paul schneider andrew dominik action drama western
辛亥革命,jackie chan li bingbing joan chen jaycee chan sun chun jackie chan,adventure drama action history war,5,41,jackie chan li bingbing joan chen jaycee chan sun chun jackie chan adventure drama action history war
le petit nicolas,maxime godart val\u00e9rie lemercier kad merad sandrine kiberlain fran\u00e7ois-xavier demaison laurent tirard,comedy,5.9,306,maxime godart val\u00e9rie lemercier kad merad sandrine kiberlain fran\u00e7ois-xavier demaison laurent tirard comedy
wild card,jason statham michael angarano milo ventimiglia dominik garc\u00eda-lorido anne heche simon west,thriller crime drama,5.4,656,jason statham michael angarano milo ventimiglia dominik garc\u00eda-lorido anne heche simon west thriller crime drama
machine gun preacher,gerard butler michelle monaghan kathy baker richard goteri peter carey marc forster,action thriller crime,6.4,286,gerard butler michelle monaghan kathy baker richard goteri peter carey marc forster action thriller crime
konferenz der tiere,christoph maria herbst ralf schmitz thomas fritsch bastian pastewka oliver kalkofe reinhard klooss,animation family comedy,5.5,90,christoph maria herbst ralf schmitz thomas fritsch bastian pastewka oliver kalkofe reinhard klooss animation family comedy
goodbye bafana,joseph fiennes dennis haysbert diane kruger shiloh henderson patrick lyster bille august,history drama,7,38,joseph fiennes dennis haysbert diane kruger shiloh henderson patrick lyster bille august history drama
united passions,tim roth sam neill thomas kretschmann g\u00e9rard depardieu jemima west fr\u00e9d\u00e9ric auburtin,drama,3,16,tim roth sam neill thomas kretschmann g\u00e9rard depardieu jemima west fr\u00e9d\u00e9ric auburtin drama
grace of monaco,nicole kidman milo ventimiglia paz vega tim roth parker posey olivier dahan,romance drama,5.8,195,nicole kidman milo ventimiglia paz vega tim roth parker posey olivier dahan romance drama
савва. сердце воина,maksim chukharyov konstantin khabenskiy mikhail galustyan fyodor bondarchuk natalya ionova maksim fadeev,fantasy adventure animation,6.4,7,maksim chukharyov konstantin khabenskiy mikhail galustyan fyodor bondarchuk natalya ionova maksim fadeev fantasy adventure animation
ripley's game,john malkovich ray winstone uwe mansshardt hanns zischler paolo paoloni liliana cavani,crime thriller,6.6,69,john malkovich ray winstone uwe mansshardt hanns zischler paolo paoloni liliana cavani crime thriller
sausage party,seth rogen kristen wiig jonah hill bill hader michael cera conrad vernon,adventure animation comedy fantasy,5.6,2238,seth rogen kristen wiig jonah hill bill hader michael cera conrad vernon adventure animation comedy fantasy
pitch perfect 2,anna kendrick rebel wilson hailee steinfeld brittany snow skylar astin elizabeth banks,comedy music,6.8,1940,anna kendrick rebel wilson hailee steinfeld brittany snow skylar astin elizabeth banks comedy music
walk the line,joaquin phoenix reese witherspoon ginnifer goodwin robert patrick tyler hilton james mangold,drama music romance,7.3,718,joaquin phoenix reese witherspoon ginnifer goodwin robert patrick tyler hilton james mangold drama music romance
keeping the faith,ben stiller edward norton jenna elfman anne bancroft eli wallach edward norton,comedy,5.9,159,ben stiller edward norton jenna elfman anne bancroft eli wallach edward norton comedy
the borrowers,john goodman jim broadbent celia imrie tom felton hugh laurie peter hewitt,adventure fantasy action comedy family,5.8,135,john goodman jim broadbent celia imrie tom felton hugh laurie peter hewitt adventure fantasy action comedy family
frost/nixon,michael sheen frank langella kevin bacon sam rockwell mark simich ron howard,drama history,7.2,328,michael sheen frank langella kevin bacon sam rockwell mark simich ron howard drama history
confessions of a dangerous mind,sam rockwell drew barrymore julia roberts rutger hauer brad pitt george clooney,comedy crime drama romance thriller,6.6,275,sam rockwell drew barrymore julia roberts rutger hauer brad pitt george clooney comedy crime drama romance thriller
serving sara,matthew perry elizabeth hurley vincent pastore bruce campbell cedric the entertainer reginald hudlin,comedy romance,5,85,matthew perry elizabeth hurley vincent pastore bruce campbell cedric the entertainer reginald hudlin comedy romance
the boss,melissa mccarthy peter dinklage kristen bell kathy bates kristen schaal ben falcone,comedy,5.5,431,melissa mccarthy peter dinklage kristen bell kathy bates kristen schaal ben falcone comedy
cry freedom,denzel washington kevin kline penelope wilton kate hardie john matshikiza richard attenborough,drama,6.9,51,denzel washington kevin kline penelope wilton kate hardie john matshikiza richard attenborough drama
mumford,loren dean hope davis jason lee alfre woodard zooey deschanel lawrence kasdan,comedy drama romance,6.3,26,loren dean hope davis jason lee alfre woodard zooey deschanel lawrence kasdan comedy drama romance
seed of chucky,brad dourif jennifer tilly billy boyd redman hannah spearritt don mancini,drama horror comedy,4.9,287,brad dourif jennifer tilly billy boyd redman hannah spearritt don mancini drama horror comedy
the jacket,adrien brody keira knightley kris kristofferson jennifer jason leigh kelly lynch john maybury,drama mystery thriller fantasy,6.8,455,adrien brody keira knightley kris kristofferson jennifer jason leigh kelly lynch john maybury drama mystery thriller fantasy
aladdin,scott weinger robin williams linda larkin jonathan freeman frank welker ron clements,animation family comedy adventure fantasy,7.4,3416,scott weinger robin williams linda larkin jonathan freeman frank welker ron clements animation family comedy adventure fantasy
straight outta compton,o'shea jackson jr. corey hawkins jason mitchell neil brown jr. aldis hodge f. gary gray,drama music,7.7,1355,o'shea jackson jr. corey hawkins jason mitchell neil brown jr. aldis hodge f. gary gray drama music
indiana jones and the temple of doom,harrison ford kate capshaw jonathan ke quan amrish puri roshan seth steven spielberg,adventure action,7.1,2781,harrison ford kate capshaw jonathan ke quan amrish puri roshan seth steven spielberg adventure action
the rugrats movie,whoopi goldberg david spade e.g. daily tara strong christine cavanaugh norton virgien,animation family,5.7,147,whoopi goldberg david spade e.g. daily tara strong christine cavanaugh norton virgien animation family
along came a spider,morgan freeman monica potter michael wincott dylan baker mika boorem lee tamahori,crime mystery thriller action,6.1,400,morgan freeman monica potter michael wincott dylan baker mika boorem lee tamahori crime mystery thriller action
florence foster jenkins,meryl streep hugh grant rebecca ferguson simon helberg nina arianda stephen frears,comedy drama,6.6,392,meryl streep hugh grant rebecca ferguson simon helberg nina arianda stephen frears comedy drama
once upon a time in mexico,antonio banderas salma hayek johnny depp eva mendes mickey rourke robert rodriguez,action,6.2,594,antonio banderas salma hayek johnny depp eva mendes mickey rourke robert rodriguez action
die hard,bruce willis alan rickman alexander godunov bonnie bedelia reginald veljohnson john mctiernan,action thriller,7.5,3948,bruce willis alan rickman alexander godunov bonnie bedelia reginald veljohnson john mctiernan action thriller
role models,seann william scott paul rudd elizabeth banks christopher mintz-plasse bobb'e j. thompson david wain,comedy,6.4,564,seann william scott paul rudd elizabeth banks christopher mintz-plasse bobb'e j. thompson david wain comedy
the big short,christian bale steve carell ryan gosling brad pitt melissa leo adam mckay,comedy drama,7.3,2607,christian bale steve carell ryan gosling brad pitt melissa leo adam mckay comedy drama
taking woodstock,demetri martin imelda staunton henry goodman liev schreiber jonathan groff ang lee,music comedy drama,6.2,127,demetri martin imelda staunton henry goodman liev schreiber jonathan groff ang lee music comedy drama
miracle,kurt russell patricia clarkson noah emmerich sean mccann kenneth welsh gavin o'connor,drama history,7,159,kurt russell patricia clarkson noah emmerich sean mccann kenneth welsh gavin o'connor drama history
dawn of the dead,sarah polley ving rhames jake weber mekhi phifer ty burrell zack snyder,fantasy horror action,6.8,1016,sarah polley ving rhames jake weber mekhi phifer ty burrell zack snyder fantasy horror action
the wedding planner,jennifer lopez matthew mcconaughey justin chambers joanna gleason lou myers adam shankman,comedy,5.5,427,jennifer lopez matthew mcconaughey justin chambers joanna gleason lou myers adam shankman comedy
キャプテンハーロック,shun oguri haruma miura yu aoi arata furuta ayano fukuda shinji aramaki,animation science fiction,6.5,356,shun oguri haruma miura yu aoi arata furuta ayano fukuda shinji aramaki animation science fiction
the royal tenenbaums,gene hackman anjelica huston ben stiller gwyneth paltrow luke wilson wes anderson,comedy drama,7.4,1286,gene hackman anjelica huston ben stiller gwyneth paltrow luke wilson wes anderson comedy drama
identity,john cusack ray liotta amanda peet john hawkes alfred molina james mangold,mystery thriller,7.1,1061,john cusack ray liotta amanda peet john hawkes alfred molina james mangold mystery thriller
last vegas,robert de niro morgan freeman michael douglas kevin kline mary steenburgen jon turteltaub,comedy,6.4,799,robert de niro morgan freeman michael douglas kevin kline mary steenburgen jon turteltaub comedy
for your eyes only,roger moore carole bouquet chaim topol lynn-holly johnson julian glover john glen,adventure action thriller,6.3,490,roger moore carole bouquet chaim topol lynn-holly johnson julian glover john glen adventure action thriller
serendipity,john cusack kate beckinsale jeremy piven bridget moynahan eugene levy peter chelsom,comedy romance,6.6,521,john cusack kate beckinsale jeremy piven bridget moynahan eugene levy peter chelsom comedy romance
timecop,jean-claude van damme mia sara ron silver bruce mcgill gloria reuben peter hyams,thriller science fiction action crime,5.5,282,jean-claude van damme mia sara ron silver bruce mcgill gloria reuben peter hyams thriller science fiction action crime
